Общее,,,,,,,,Пласт,,,,,Режим,,,,,,,,,,,Даты,,Потенциал,,,Жидкость,,,,,,Месяц,,,,Насос,,,,,,,Скважина,,,Пакер,,,Давление,,,,,,Дополнительно
,Номер скважины,Куст,Дата,Состояние,СЭ,Рентабельность,,Пласт,Hвд,Удл.,H пер.,Н эфф.,Qн,Qж,%,Р(заб),Pпл,KH,Кпр,Kпрон,Скин-фактор,Rc,H дин,Пуски,Остановки,Qн,Qж,Qж (Д),Газовый фактор,Вязкость,Плотность нефти,Коб,Вязкость жидкости,Плотность воды,Нефть,Жидкость,Т раб,Т нак,Дата,Насос,Произв-ть,Hспуск,Напор,Гц,Текущие,Dэ/к,Dнкт,Dшт,Дата,Пакер,Hпак,Рбуф,Р лин.,Р затр.,Рприем,Н стат,Рзатр при Нстат,Примечание
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,сент..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,авг..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,июл..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,июн..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,мая.2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,апр..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,мар..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,февр..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,120R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,113R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,111R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,85R,,янв..2014,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,64R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,59R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,175R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,172R,,,КОНС,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,161R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,131R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,128R,,,ЛИК,БЕЗ СПОСОБА,Нет,,НП4,,,,,"0,0","0,0","0,0",,,,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
